Date,Price,AuthorScore,Role1,Role2,Role3,Role4,Role5,Role6,Role7,Role8,Role9,Role10,Role11,Role12,Role13,Role14,Role15,Role16,Predicted Revenue,Actual Revenue
34605263.7497,499.0,485.670339197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136311.247556,102794.0
34864464.4659,499.0,760.179391738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,304089.60956,197604.0
34864465.1553,499.0,371.800719924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70821.659774,87325.0
34950865.814,499.0,656.486094757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,283161.935508,303891.0
34950867.2803,499.0,429.621164021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171723.89731,276945.0
34950873.7083,499.0,543.009636591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,222674.877302,159680.0
33914074.3947,499.0,654.559583246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206857.205064,281436.0
35037275.4267,499.0,820.455023977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291724.274807,214071.0
35037276.5521,2495.0,429.350482315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,713972.123659,1312370.0
35123677.2307,499.0,652.270054041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284461.349811,691115.0
35123677.9924,499.0,703.585763293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,249857.49531,277943.0
35123678.6705,499.0,773.11263572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,327895.367489,407184.0
35123679.3841,499.0,900.620481928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,443038.667168,346805.0
35210080.3801,499.0,532.523913043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,234027.656801,260478.0
35210081.6852,2495.0,551.528011649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,774506.4697,1175145.0
35210083.435,499.0,697.716981132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,247234.543049,203592.0
35469284.4165,499.0,429.350482315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111244.788449,173153.0
35469285.1178,499.0,851.85846395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,391667.087482,513970.0
35469286.9041,499.0,695.422706767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290772.732591,189121.0
35469288.693,499.0,557.239544173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174065.029531,23453.0
35555689.4278,499.0,615.461311475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192588.580093,347803.0
35555691.1854,499.0,572.163043478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281612.9578,423152.0
35555691.7897,499.0,615.461311475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192588.587196,25449.0
35555692.3981,499.0,689.915303076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,271653.986196,326845.0
35555693.5614,499.0,313.591913857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116548.191874,140219.0
35555694.0444,499.0,924.497797357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344390.024762,28443.0
35555694.8825,499.0,615.461311475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,207869.185961,30938.0
35642095.6888,499.0,636.54994824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,313500.211971,356286.0
35642096.4792,499.0,591.90171371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,248769.791534,352294.0
35728497.2191,499.0,810.515350877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288920.514688,255488.0
35728498.529,499.0,605.142490066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230532.513015,668161.0
35728499.1134,499.0,528.057206958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261851.180345,157185.0
35728499.6894,499.0,585.09375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245685.49835,243013.0
35728500.2905,499.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-36971.2276039,322853.0
35814902.0391,195.0,426.541349186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80813.4355874,28860.0
35814902.5281,195.0,502.543395158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118146.308251,35685.0
35814903.0538,499.0,303.914285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115619.880759,138722.0
32618103.7584,499.0,600.770177211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244032.078996,482034.0
35814904.2816,2495.0,895.834843316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,950397.138497,1005485.0
35814904.8931,499.0,414.973803071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,206563.467094,126746.0
36074105.4888,499.0,654.991394812,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281059.166073,330338.0
24323707.6174,499.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-71268.5824217,172654.0
36074108.2998,499.0,700.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,307975.648017,232534.0
36160511.3562,499.0,679.663666002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,337620.781844,152195.0
36160512.3405,499.0,139.570038351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-29019.1928795,121257.0
36246913.0416,499.0,848.750271781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384352.034707,704588.0
36246914.4366,499.0,723.548387097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,263041.192669,227045.0
36246915.5942,499.0,458.983938172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192895.40274,510976.0
33827716.3596,2495.0,745.820257336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,870732.637115,2629730.0
36333317.0866,499.0,677.190516255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300340.219728,200598.0
36419717.6389,499.0,555.328042328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,240935.365974,122754.0
36419718.1427,2495.0,766.546884833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873428.012499,3315855.0
36419718.6789,499.0,753.716733871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338190.402028,351795.0
36419719.2269,499.0,734.207570948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,296009.103234,198103.0
36419720.0909,499.0,772.182535965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272169.797671,331336.0
36675320.7721,499.0,623.90796371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,267598.732304,388721.0
36675321.3654,2495.0,702.476005802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,885217.448284,1524445.0
33914121.8576,2495.0,702.476005802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,849701.405965,1469555.0
36675322.3886,499.0,680.107920237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270203.549737,278442.0
36761723.0232,499.0,824.56043956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,371167.273678,395208.0
36761723.632,499.0,726.912919996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361254.325596,551894.0
32099724.2367,499.0,897.257636288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335896.954626,705087.0
36848124.8719,499.0,592.628795904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252753.800449,255987.0
36848125.4938,499.0,540.029126214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226916.383494,144710.0
36848126.3626,499.0,623.90796371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,268118.406342,136726.0
36848127.0674,499.0,754.708333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,337115.147571,169660.0
36848128.7738,499.0,585.09375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249052.531585,102295.0
36934529.3046,499.0,294.301682692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,151496.014854,138722.0
36934529.8704,499.0,664.062991718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,330901.565888,170159.0
37020930.5019,499.0,832.647299078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415355.200928,113772.0
37020931.0919,499.0,747.303401065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336848.128161,386226.0
37020931.8389,499.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-30038.6194569,201097.0
37280132.7033,499.0,517.803572438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,217298.1614,186626.0
37280133.3642,499.0,517.803572438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,217298.163388,146207.0
37280133.9705,499.0,830.600327433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,318733.220049,170159.0
37280135.2402,499.0,508.831491158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155732.28421,159181.0
37280135.7537,499.0,277.523287452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104016.839359,203093.0
37366537.5096,499.0,555.328042328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243782.714276,405188.0
37366538.9412,499.0,284.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110596.107454,201596.0
31235739.6773,499.0,878.369246191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,391957.978167,2024443.0
37452940.3241,499.0,585.546956522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,193935.265775,112275.0
37452940.717,499.0,508.831491158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,156251.957905,20958.0
37452941.3494,499.0,592.628795904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,254572.650288,232035.0
37539342.5484,499.0,680.107920237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272801.896488,308382.0
31235743.1997,499.0,878.369246191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,391957.988759,577842.0
37539344.1798,2495.0,730.486301213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,874362.351263,1719055.0
31235744.911,499.0,802.290608572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,354587.500225,1672149.0
37625747.2923,499.0,687.158043239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276524.821585,360777.0
37625747.9803,2495.0,448.766242008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,731293.562,1419655.0
34605348.6212,499.0,750.527358491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331167.442066,337324.0
37625749.1406,499.0,878.369246191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,411174.497759,346306.0
5830549.74879,499.0,647.975341731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191408.562824,152694.0
37884950.4633,499.0,924.497797357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351394.740775,236526.0
37884951.2103,499.0,547.060938553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176329.772193,499499.0
37884952.0047,499.0,736.818216498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301697.834005,555886.0
37971352.5978,2495.0,516.213541667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,822622.314999,2764460.0
37971353.221,499.0,648.27816092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,299191.066486,147704.0
37971353.8504,499.0,486.105351171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,246605.228392,287923.0
37971354.4291,499.0,811.411408137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338598.499503,302893.0
37971356.1889,499.0,766.546884833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274067.713825,322354.0
37971356.793,499.0,452.70116342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231580.522402,103293.0
38057757.496,499.0,294.301682692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154873.871596,279939.0
38057758.2954,499.0,761.942804683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347157.156702,294909.0
38144158.9894,499.0,625.794827586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,288666.730642,624748.0
38144159.7361,499.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-26660.7635995,159181.0
38144160.3332,499.0,555.328042328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,246121.240426,156686.0
37971360.8939,499.0,722.532830974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,364124.2151,355787.0
38144161.5402,499.0,854.755747562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,333196.943191,247504.0
38489762.14,499.0,568.219407895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253297.680703,95808.0
38489762.7689,499.0,251.40327381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97870.0517915,59880.0
38489763.3975,499.0,716.892857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,362912.78972,52894.0
38489765.5453,499.0,693.40042023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,298862.779459,101796.0
37452966.3242,499.0,722.482857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,318358.178537,345308.0
38489766.9621,2495.0,571.35700601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,794109.56308,3460565.0
38576167.5644,499.0,533.135767473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171568.284176,226546.0
38576168.1962,499.0,779.719457014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,394033.609339,647702.0
38576169.2231,499.0,469.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,201969.408829,188622.0
38576170.0858,499.0,757.316358961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,313845.384538,495507.0
38576170.8705,499.0,1308.94642857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,653994.544855,176147.0
38662572.0123,499.0,858.912493563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396608.359425,548900.0
38662572.6874,499.0,358.061604794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85830.164839,133233.0
38662573.6732,499.0,807.644527239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,408010.4937,809877.0
38662574.3203,499.0,578.847826087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,267164.969762,137225.0
38662576.3789,2495.0,756.831428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,934566.838501,1501990.0
38748977.1331,499.0,527.553571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,269303.485036,254989.0
38748977.8104,499.0,647.975341731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,290403.348581,118762.0
38748978.3776,499.0,718.931992645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336235.381125,365268.0
38835378.8299,499.0,709.454545455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,263902.399944,21956.0
38835379.5573,499.0,830.600327433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350622.626558,229540.0
38835380.3701,499.0,729.308246271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,370050.703181,524948.0
38835383.3286,499.0,831.42761605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323816.654929,1372250.0
38835383.9275,499.0,738.263736264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305266.096723,138223.0
39094584.5713,499.0,758.225316206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273357.943687,234031.0
39094585.1642,499.0,798.624153235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,308482.797806,155189.0
39094585.7911,499.0,729.930558303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259459.31425,373751.0
39094586.9225,499.0,738.263736264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306045.591567,151197.0
39094587.6775,499.0,277.523287452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109473.396371,142714.0
39180988.3517,499.0,780.449541284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,299815.107301,126247.0
39180989.1499,499.0,744.252735676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266754.332032,2035920.0
38662589.7992,2495.0,824.56043956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,980910.20589,2048395.0
29680590.4179,499.0,600.33982684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,279169.30854,152694.0
39180991.03,2495.0,709.454545455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,868968.253006,2539910.0
39180991.5061,499.0,165.789713954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-7056.44507059,81836.0
39267392.1452,499.0,883.424867283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,350657.330103,413671.0
39267392.6964,499.0,429.621164021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184704.878904,150698.0
39353793.2645,2495.0,699.077910177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,864390.822744,2789410.0
39440193.8931,499.0,752.879580954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314264.35801,301895.0
39440194.4636,499.0,760.288776235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,317903.821395,280937.0
57414995.318,499.0,661.956232836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340330.500848,285428.0
39440195.9301,499.0,350.805474967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186786.403039,99800.0
39440197.0535,2495.0,803.240384615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,943028.537643,3153680.0
39699397.6062,499.0,429.621164021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186004.036732,77844.0
39699400.0168,499.0,598.682364971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239300.838126,198602.0
39699400.6421,2495.0,603.075457746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,862158.57417,2362765.0
39785804.845,499.0,516.173913043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166874.185286,150698.0
42896297.8938,499.0,755.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298585.271054,42415.0
57329100.8441,499.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44252.7620008,26946.0
39699401.4856,499.0,706.06615566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324646.930426,274949.0
39699402.2515,499.0,277.523287452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111292.240487,169660.0
39699402.8771,499.0,689.298768877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300485.725203,1226542.0
39699403.4895,499.0,528.607142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,272679.202555,127245.0
39785804.1473,499.0,732.681818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330383.483883,117764.0
39785805.4696,499.0,722.482857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,325373.668796,141716.0
39872206.0481,499.0,578.847826087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270802.665752,185628.0
39872206.6112,499.0,716.892857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,367070.177476,101297.0
39872208.7731,499.0,760.170399045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,348892.409278,254490.0
39872209.4546,499.0,609.234352604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,285728.80418,1190115.0
39958610.2671,499.0,358.061604794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89727.7070393,142215.0
32445410.8853,499.0,953.949438783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424594.622975,705087.0
39958611.4957,499.0,424.622609579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122423.059738,102794.0
39958612.1142,499.0,686.072252827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283007.039292,223552.0
39958613.2352,499.0,749.931906543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314375.464343,275448.0
39958614.0911,499.0,1023.39416058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481300.751792,1037421.0
40045014.741,499.0,595.263777925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271259.185535,549898.0
40045015.2833,499.0,953.949438783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447448.72791,340817.0
40045015.9149,499.0,701.242424242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359902.232852,340318.0
40045018.6145,499.0,303.914285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125295.093827,9980.0
40304219.2769,499.0,514.609856887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167664.922267,148203.0
40304220.3022,499.0,826.750135704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385746.816178,218063.0
33655020.9482,499.0,1023.39416058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462344.109892,699099.0
40304222.3153,499.0,867.996525538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,346196.827477,873749.0
40304222.8444,499.0,709.454545455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,268319.61872,215568.0
40304223.3567,499.0,773.338439769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,359705.763504,175149.0
40304223.866,499.0,585.393772894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,275317.288849,201596.0
40390624.3864,499.0,841.782208436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318299.370508,201596.0
40390624.9441,499.0,691.737347095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259876.61051,373252.0
40390625.5303,499.0,1071.64680933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,473703.824686,1721051.0
40390626.3095,499.0,179.444365149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60447.2643756,85329.0
40390627.1546,499.0,684.473822938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300194.371373,590317.0
40390627.7554,499.0,168.927271132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55281.1799528,121257.0
40477028.3774,499.0,764.319558408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,363726.873895,332334.0
40477028.9919,499.0,91.9297142247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7281.9613131,346805.0
40477029.7275,499.0,611.098165939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247738.135255,349300.0
40477030.2913,2495.0,775.648648649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,905380.92399,1529435.0
40477031.0552,499.0,940.152260023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366879.450797,445607.0
40477031.6573,499.0,469.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,207685.826061,143213.0
40477032.3365,499.0,684.473822938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300454.215569,799398.0
40477033.2154,499.0,555.328042328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,253136.832141,161177.0
40477034.0315,499.0,294.301682692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162149.30291,482034.0
36934635.6548,2495.0,665.447064394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,892809.435924,1988515.0
40563436.3271,499.0,477.558035714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150244.280034,224051.0
38749037.5261,499.0,706.447736623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321976.359986,546405.0
61130239.8396,499.0,661.956232836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,351503.265075,311875.0
40563440.4945,499.0,329.60107825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,139471.708957,154191.0
40563441.0659,499.0,691.737347095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,260396.316217,320358.0
40563441.4793,499.0,453.454259015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,138404.309127,32934.0
40563442.0652,499.0,595.263777925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272818.239382,118762.0
40563442.6953,499.0,595.263777925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272818.241276,190119.0
40909043.2234,499.0,356.511363636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153729.599683,116267.0
40909043.7197,499.0,851.85846395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,408025.940838,191616.0
40909044.2496,499.0,860.668420181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404226.647134,590317.0
40909045.0583,499.0,760.968255384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,391838.458415,467563.0
40909045.9784,499.0,581.811646611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,259652.630885,171656.0
40909046.5999,499.0,760.968255384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,391838.463051,823849.0
40995447.259,499.0,358.061604794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92845.7616345,106287.0
6003447.95843,499.0,764.783779552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192345.939865,1093808.0
40390648.5452,499.0,267.714866654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46647.8554882,126247.0
38057849.341,2495.0,796.98690939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,960800.773946,3400685.0
40995449.9754,499.0,533.135767473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178843.733159,224550.0
41081850.6107,499.0,618.320401147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285702.85219,303392.0
41081850.9689,5750.0,143.258064516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1677983.15316,17250.0
41081851.7021,499.0,953.949438783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450566.780781,528441.0
41081852.3567,499.0,472.762197679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149447.542233,158183.0
41081855.1741,499.0,661.956232836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,291212.246895,146207.0
41081856.1061,499.0,610.004260395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,249019.678879,208582.0
41081856.7485,499.0,566.905369484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260447.356406,674149.0
24755857.2762,2495.0,609.623073593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,820435.46701,1065365.0
41081858.238,499.0,621.328833423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,271255.72139,252993.0
41081858.8852,499.0,92.8642182451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5004.03456161,61876.0
41168259.6272,499.0,673.405074614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,297095.860338,275947.0
40995460.7062,499.0,778.089868095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304112.633599,443611.0
